latitude_bin,longitude_bin,hour,alert_count
42.000000,-87.670000,17:00,42
41.940000,-87.760000,22:00,42
41.790000,-87.800000,20:00,42
41.890000,-87.670000,03:00,42
41.980000,-87.880000,21:00,42
41.730000,-87.570000,23:00,42
41.840000,-87.690000,19:00,42
41.770000,-87.570000,13:00,42
41.780000,-87.580000,14:00,42
41.890000,-87.750000,22:00,42
41.880000,-87.720000,22:00,42
41.940000,-87.760000,12:00,42
41.710000,-87.630000,06:00,42
41.800000,-87.590000,19:00,42
41.790000,-87.810000,22:00,42
41.960000,-87.760000,06:00,42
41.940000,-87.780000,22:00,42
41.950000,-87.700000,16:00,42
41.840000,-87.640000,08:00,42
41.850000,-87.660000,13:00,42
41.870000,-87.720000,10:00,42
41.980000,-87.710000,02:00,42
41.760000,-87.680000,19:00,42
41.870000,-87.740000,05:00,42
41.990000,-87.670000,19:00,42
41.960000,-87.770000,00:00,42
41.870000,-87.760000,10:00,42
41.970000,-87.810000,22:00,42
41.830000,-87.670000,04:00,42
41.830000,-87.620000,20:00,42
41.780000,-87.580000,19:00,42
41.910000,-87.660000,12:00,42
41.770000,-87.750000,22:00,42
41.990000,-87.710000,11:00,42
41.880000,-87.730000,14:00,42
41.880000,-87.670000,15:00,42
41.880000,-87.750000,14:00,42
41.990000,-87.720000,11:00,42
41.790000,-87.640000,09:00,42
41.990000,-87.750000,13:00,42
41.730000,-87.570000,14:00,41
41.920000,-87.780000,20:00,41
41.970000,-87.730000,17:00,41
41.820000,-87.600000,13:00,41
41.890000,-87.690000,00:00,41
41.860000,-87.660000,20:00,41
41.790000,-87.770000,11:00,41
41.890000,-87.720000,21:00,41
41.980000,-87.770000,17:00,41
41.990000,-87.670000,23:00,41
41.840000,-87.690000,22:00,41
41.950000,-87.770000,22:00,41
41.900000,-87.700000,22:00,41
41.840000,-87.700000,22:00,41
41.890000,-87.700000,22:00,41
41.820000,-87.680000,21:00,41
41.790000,-87.800000,12:00,41
42.010000,-87.690000,20:00,41
41.670000,-87.600000,11:00,41
41.840000,-87.740000,19:00,41
41.990000,-87.710000,16:00,41
41.910000,-87.650000,13:00,41
41.900000,-87.620000,18:00,41
41.820000,-87.640000,07:00,41
41.800000,-87.720000,21:00,41
41.660000,-87.590000,15:00,41
41.800000,-87.710000,20:00,41
41.650000,-87.580000,22:00,41
41.910000,-87.640000,15:00,41
41.660000,-87.590000,20:00,41
41.990000,-87.780000,23:00,41
41.910000,-87.700000,18:00,41
41.990000,-87.730000,23:00,41
41.980000,-87.850000,17:00,41
41.740000,-87.720000,20:00,41
41.810000,-87.750000,08:00,41
41.810000,-87.630000,21:00,41
41.720000,-87.630000,07:00,41
41.970000,-87.890000,00:00,41
41.660000,-87.590000,13:00,41
41.870000,-87.720000,06:00,41
41.840000,-87.650000,09:00,41
41.780000,-87.750000,11:00,41
41.820000,-87.630000,19:00,41
41.910000,-87.660000,01:00,41
41.980000,-87.790000,05:00,41
41.670000,-87.600000,14:00,41
41.950000,-87.800000,23:00,40
42.010000,-87.690000,13:00,40
41.970000,-87.780000,04:00,40
41.780000,-87.590000,13:00,40
41.870000,-87.670000,09:00,40
41.820000,-87.680000,22:00,40
41.840000,-87.620000,10:00,40
42.010000,-87.700000,21:00,40
41.940000,-87.700000,19:00,40
41.950000,-87.890000,22:00,40
41.920000,-87.690000,09:00,40
41.880000,-87.680000,18:00,40
41.950000,-87.730000,05:00,40
41.790000,-87.630000,21:00,40
41.660000,-87.590000,23:00,40
41.740000,-87.720000,22:00,40
41.760000,-87.620000,20:00,40
41.890000,-87.650000,05:00,40
41.840000,-87.700000,19:00,40
41.700000,-87.590000,13:00,40
41.920000,-87.790000,21:00,40
41.990000,-87.800000,21:00,40
41.950000,-87.810000,13:00,40
41.970000,-87.660000,01:00,40
41.930000,-87.640000,05:00,40
41.750000,-87.630000,08:00,40
41.980000,-87.830000,05:00,40
41.860000,-87.660000,21:00,40
41.710000,-87.650000,12:00,40
41.970000,-87.790000,19:00,40
41.990000,-87.740000,23:00,40
41.980000,-87.800000,05:00,40
41.870000,-87.710000,05:00,40
41.840000,-87.710000,20:00,40
41.840000,-87.690000,12:00,40
41.960000,-87.720000,14:00,40
41.910000,-87.700000,19:00,40
41.890000,-87.690000,13:00,40
41.900000,-87.770000,20:00,40
41.930000,-87.770000,23:00,40
41.950000,-87.680000,15:00,40
41.970000,-87.650000,17:00,40
41.990000,-87.670000,17:00,40
41.740000,-87.590000,21:00,40
41.960000,-87.720000,15:00,40
41.800000,-87.690000,20:00,40
41.930000,-87.770000,20:00,40
41.900000,-87.640000,12:00,40
41.960000,-87.780000,20:00,40
41.770000,-87.590000,22:00,40
41.940000,-87.790000,23:00,40
41.750000,-87.590000,22:00,40
41.850000,-87.740000,22:00,40
41.850000,-87.710000,22:00,39
41.780000,-87.640000,08:00,39
42.010000,-87.690000,21:00,39
41.960000,-87.770000,11:00,39
41.920000,-87.690000,08:00,39
41.710000,-87.630000,08:00,39
41.950000,-87.660000,19:00,39
41.800000,-87.690000,21:00,39
41.920000,-87.700000,03:00,39
41.820000,-87.710000,10:00,39
41.940000,-87.720000,09:00,39
41.950000,-87.810000,22:00,39
41.910000,-87.720000,22:00,39
41.780000,-87.590000,12:00,39
41.810000,-87.730000,19:00,39
41.950000,-87.700000,17:00,39
41.710000,-87.650000,16:00,39
41.970000,-87.650000,21:00,39
41.850000,-87.690000,19:00,39
41.960000,-87.700000,15:00,39
41.880000,-87.760000,21:00,39
41.950000,-87.840000,19:00,39
41.710000,-87.600000,05:00,39
41.770000,-87.620000,16:00,39
41.680000,-87.610000,08:00,39
41.960000,-87.680000,00:00,39
41.880000,-87.660000,00:00,39
41.870000,-87.710000,10:00,39
41.980000,-87.780000,13:00,39
42.010000,-87.680000,21:00,39
41.950000,-87.840000,17:00,39
41.910000,-87.640000,13:00,39
41.920000,-87.650000,15:00,39
41.670000,-87.610000,04:00,39
41.890000,-87.630000,04:00,39
41.960000,-87.720000,00:00,39
41.920000,-87.750000,13:00,39
41.930000,-87.730000,19:00,39
41.730000,-87.570000,12:00,39
41.970000,-87.910000,22:00,39
41.950000,-87.760000,20:00,39
41.910000,-87.630000,05:00,39
41.920000,-87.630000,20:00,39
41.850000,-87.720000,21:00,39
41.980000,-87.790000,09:00,39
41.820000,-87.730000,09:00,39
41.910000,-87.630000,10:00,39
41.770000,-87.730000,21:00,39
41.950000,-87.650000,04:00,39
41.880000,-87.720000,20:00,39
41.900000,-87.650000,17:00,39
41.770000,-87.800000,15:00,39
41.940000,-87.640000,19:00,39
41.830000,-87.670000,02:00,39
41.840000,-87.700000,14:00,39
41.770000,-87.800000,16:00,39
41.890000,-87.670000,01:00,39
41.940000,-87.650000,05:00,39
41.800000,-87.750000,16:00,39
41.920000,-87.810000,22:00,39
41.770000,-87.620000,00:00,39
41.910000,-87.670000,08:00,39
41.780000,-87.580000,01:00,39
41.990000,-87.730000,17:00,39
42.000000,-87.690000,23:00,39
41.930000,-87.750000,21:00,39
41.880000,-87.630000,05:00,39
42.010000,-87.710000,19:00,39
41.860000,-87.640000,23:00,39
41.980000,-87.720000,22:00,39
41.990000,-87.730000,13:00,39
42.010000,-87.710000,18:00,38
42.010000,-87.710000,17:00,38
41.970000,-87.740000,14:00,38
41.810000,-87.710000,13:00,38
42.010000,-87.710000,22:00,38
41.790000,-87.590000,14:00,38
41.970000,-87.730000,14:00,38
41.960000,-87.780000,23:00,38
41.890000,-87.730000,12:00,38
41.730000,-87.570000,15:00,38
41.790000,-87.790000,17:00,38
41.900000,-87.750000,23:00,38
41.850000,-87.690000,13:00,38
41.940000,-87.740000,18:00,38
41.710000,-87.610000,06:00,38
41.830000,-87.700000,06:00,38
41.930000,-87.680000,01:00,38
41.880000,-87.630000,11:00,38
41.850000,-87.680000,23:00,38
41.920000,-87.670000,02:00,38
41.910000,-87.670000,09:00,38
41.860000,-87.640000,17:00,38
41.940000,-87.730000,10:00,38
41.880000,-87.640000,02:00,38
41.900000,-87.650000,18:00,38
41.720000,-87.590000,00:00,38
41.740000,-87.580000,20:00,38
41.910000,-87.700000,12:00,38
41.840000,-87.630000,10:00,38
41.820000,-87.640000,08:00,38
41.700000,-87.660000,13:00,38
41.810000,-87.600000,15:00,38
41.770000,-87.640000,02:00,38
41.750000,-87.590000,12:00,38
41.760000,-87.690000,12:00,38
41.920000,-87.800000,22:00,38
41.810000,-87.600000,18:00,38
41.850000,-87.740000,12:00,38
41.760000,-87.620000,22:00,38
41.950000,-87.660000,16:00,38
41.910000,-87.710000,19:00,38
41.820000,-87.710000,04:00,38
41.910000,-87.730000,20:00,38
41.920000,-87.780000,22:00,38
41.850000,-87.630000,10:00,38
41.900000,-87.710000,23:00,38
41.930000,-87.670000,01:00,38
41.720000,-87.590000,13:00,38
41.930000,-87.750000,22:00,38
41.910000,-87.730000,21:00,38
41.850000,-87.690000,21:00,38
41.700000,-87.600000,06:00,38
41.770000,-87.620000,18:00,37
41.970000,-87.650000,20:00,37
41.760000,-87.620000,21:00,37
41.780000,-87.750000,21:00,37
41.870000,-87.620000,10:00,37
41.770000,-87.630000,06:00,37
41.660000,-87.590000,11:00,37
41.930000,-87.650000,12:00,37
41.930000,-87.780000,20:00,37
41.980000,-87.850000,13:00,37
41.930000,-87.690000,00:00,37
41.870000,-87.630000,05:00,37
41.930000,-87.780000,21:00,37
41.700000,-87.590000,21:00,37
41.970000,-87.880000,01:00,37
41.970000,-87.660000,11:00,37
41.780000,-87.590000,14:00,37
41.850000,-87.630000,16:00,37
41.770000,-87.590000,20:00,37
41.880000,-87.750000,22:00,37
41.800000,-87.670000,19:00,37
41.850000,-87.690000,20:00,37
41.850000,-87.640000,01:00,37
41.830000,-87.730000,19:00,37
41.990000,-87.800000,23:00,37
41.740000,-87.710000,20:00,37
41.900000,-87.720000,22:00,37
41.930000,-87.750000,12:00,37
41.990000,-87.800000,20:00,37
41.790000,-87.710000,20:00,37
41.840000,-87.650000,08:00,37
41.790000,-87.800000,22:00,37
41.850000,-87.630000,22:00,37
41.950000,-87.890000,20:00,37
42.000000,-87.680000,17:00,37
41.820000,-87.670000,21:00,37
42.000000,-87.680000,16:00,37
41.770000,-87.580000,21:00,37
41.940000,-87.770000,22:00,37
41.970000,-87.910000,23:00,37
41.980000,-87.780000,23:00,37
41.970000,-87.810000,23:00,37
41.910000,-87.760000,23:00,37
41.850000,-87.640000,04:00,37
41.770000,-87.620000,19:00,37
41.990000,-87.730000,12:00,37
41.820000,-87.630000,22:00,37
41.880000,-87.670000,05:00,37
41.830000,-87.680000,09:00,37
41.730000,-87.630000,09:00,37
41.800000,-87.720000,22:00,37
41.890000,-87.670000,15:00,37
41.780000,-87.810000,13:00,37
41.920000,-87.650000,01:00,37
41.810000,-87.690000,13:00,37
41.710000,-87.650000,17:00,37
41.860000,-87.690000,23:00,37
41.990000,-87.770000,11:00,37
41.710000,-87.660000,23:00,37
41.910000,-87.650000,16:00,37
41.850000,-87.670000,15:00,37
41.950000,-87.770000,21:00,37
41.920000,-87.810000,16:00,37
42.010000,-87.680000,23:00,37
41.880000,-87.710000,19:00,37
41.850000,-87.670000,18:00,37
41.810000,-87.640000,08:00,37
41.850000,-87.660000,20:00,37
41.750000,-87.630000,09:00,37
41.880000,-87.670000,02:00,37
41.850000,-87.620000,10:00,37
41.990000,-87.670000,15:00,37
41.980000,-87.670000,01:00,36
41.830000,-87.710000,15:00,36
41.880000,-87.710000,12:00,36
41.870000,-87.780000,05:00,36
41.800000,-87.750000,11:00,36
41.950000,-87.660000,03:00,36
41.780000,-87.580000,02:00,36
41.740000,-87.710000,21:00,36
41.890000,-87.750000,23:00,36
41.910000,-87.760000,22:00,36
41.820000,-87.610000,19:00,36
41.800000,-87.750000,23:00,36
41.850000,-87.710000,19:00,36
41.970000,-87.680000,15:00,36
41.930000,-87.660000,16:00,36
41.860000,-87.700000,14:00,36
42.010000,-87.680000,20:00,36
41.970000,-87.670000,00:00,36
41.820000,-87.720000,07:00,36
42.000000,-87.680000,18:00,36
41.820000,-87.710000,08:00,36
41.900000,-87.740000,13:00,36
41.920000,-87.790000,22:00,36
41.830000,-87.610000,02:00,36
41.960000,-87.700000,16:00,36
41.910000,-87.650000,12:00,36
41.760000,-87.630000,05:00,36
41.940000,-87.650000,11:00,36
41.840000,-87.680000,14:00,36
41.980000,-87.880000,17:00,36
41.950000,-87.710000,14:00,36
41.970000,-87.720000,10:00,36
41.980000,-87.770000,12:00,36
41.770000,-87.630000,08:00,36
41.770000,-87.690000,13:00,36
41.740000,-87.590000,23:00,36
41.660000,-87.590000,10:00,36
41.710000,-87.650000,01:00,36
41.770000,-87.620000,17:00,36
41.770000,-87.620000,15:00,36
41.990000,-87.700000,15:00,36
41.820000,-87.740000,02:00,36
41.870000,-87.720000,05:00,36
41.900000,-87.640000,18:00,36
41.990000,-87.660000,11:00,36
41.870000,-87.750000,05:00,36
41.920000,-87.770000,23:00,36
41.740000,-87.720000,21:00,36
41.850000,-87.680000,18:00,36
41.980000,-87.750000,02:00,35
41.950000,-87.770000,20:00,35
41.980000,-87.750000,03:00,35
41.880000,-87.670000,11:00,35
41.830000,-87.700000,09:00,35
41.840000,-87.670000,04:00,35
41.970000,-87.880000,22:00,35
41.860000,-87.660000,19:00,35
41.930000,-87.640000,06:00,35
41.700000,-87.600000,09:00,35
41.930000,-87.750000,14:00,35
42.000000,-87.700000,23:00,35
41.940000,-87.640000,17:00,35
41.990000,-87.670000,16:00,35
41.920000,-87.720000,21:00,35
41.870000,-87.640000,02:00,35
41.980000,-87.780000,12:00,35
41.830000,-87.680000,06:00,35
41.970000,-87.890000,17:00,35
41.810000,-87.730000,14:00,35
41.780000,-87.610000,21:00,35
41.860000,-87.690000,12:00,35
41.980000,-87.810000,06:00,35
41.790000,-87.590000,18:00,35
41.800000,-87.710000,12:00,35
41.880000,-87.640000,03:00,35
41.760000,-87.590000,13:00,35
41.990000,-87.730000,19:00,35
41.820000,-87.630000,20:00,35
41.800000,-87.590000,14:00,35
41.700000,-87.590000,17:00,35
41.970000,-87.730000,15:00,35
41.840000,-87.680000,20:00,35
41.740000,-87.590000,16:00,35
41.780000,-87.690000,22:00,35
41.890000,-87.670000,02:00,35
41.940000,-87.770000,13:00,35
41.950000,-87.790000,21:00,35
41.780000,-87.630000,13:00,35
41.900000,-87.680000,17:00,35
41.950000,-87.810000,21:00,35
41.980000,-87.880000,14:00,35
41.940000,-87.810000,12:00,35
42.000000,-87.680000,19:00,35
41.750000,-87.650000,19:00,35
41.880000,-87.690000,00:00,35
41.980000,-87.700000,16:00,35
41.970000,-87.880000,00:00,35
41.860000,-87.630000,04:00,35
41.940000,-87.670000,03:00,35
41.850000,-87.730000,14:00,35
41.990000,-87.720000,15:00,34
41.810000,-87.600000,00:00,34
41.940000,-87.670000,01:00,34
41.990000,-87.810000,17:00,34
41.990000,-87.810000,19:00,34
41.750000,-87.600000,16:00,34
41.790000,-87.730000,13:00,34
41.910000,-87.700000,16:00,34
42.000000,-87.690000,12:00,34
41.690000,-87.670000,22:00,34
41.870000,-87.680000,08:00,34
41.970000,-87.890000,18:00,34
41.980000,-87.780000,17:00,34
41.820000,-87.750000,21:00,34
41.980000,-87.780000,18:00,34
41.810000,-87.730000,18:00,34
41.910000,-87.680000,04:00,34
41.910000,-87.680000,05:00,34
41.930000,-87.770000,22:00,34
41.970000,-87.880000,20:00,34
41.700000,-87.590000,11:00,34
41.940000,-87.680000,00:00,34
41.950000,-87.740000,06:00,34
41.770000,-87.580000,14:00,34
41.700000,-87.590000,19:00,34
41.740000,-87.630000,07:00,34
41.670000,-87.610000,09:00,34
41.950000,-87.810000,12:00,34
41.900000,-87.630000,07:00,34
41.980000,-87.880000,13:00,34
41.790000,-87.810000,21:00,34
41.980000,-87.700000,18:00,34
41.940000,-87.810000,21:00,34
41.970000,-87.740000,19:00,34
41.810000,-87.760000,01:00,34
41.940000,-87.790000,21:00,34
41.720000,-87.670000,22:00,34
42.000000,-87.700000,19:00,34
41.660000,-87.590000,12:00,34
41.920000,-87.750000,20:00,34
41.930000,-87.700000,06:00,34
41.970000,-87.740000,18:00,34
41.870000,-87.660000,10:00,34
41.770000,-87.750000,19:00,34
41.820000,-87.600000,14:00,34
41.710000,-87.650000,02:00,34
41.950000,-87.660000,13:00,34
42.010000,-87.690000,22:00,34
41.710000,-87.620000,08:00,34
41.770000,-87.750000,23:00,34
41.710000,-87.590000,01:00,34
41.890000,-87.760000,20:00,34
41.850000,-87.630000,12:00,34
41.890000,-87.720000,20:00,34
41.920000,-87.810000,15:00,34
41.990000,-87.750000,19:00,34
41.670000,-87.600000,12:00,34
41.740000,-87.580000,17:00,34
41.860000,-87.640000,15:00,34
41.770000,-87.630000,09:00,34
41.980000,-87.710000,17:00,34
41.980000,-87.760000,03:00,34
41.900000,-87.680000,12:00,34
41.940000,-87.750000,15:00,34
41.940000,-87.750000,11:00,34
41.860000,-87.670000,13:00,34
42.000000,-87.770000,22:00,34
41.790000,-87.690000,12:00,34
41.930000,-87.670000,02:00,34
41.940000,-87.760000,13:00,34
41.700000,-87.600000,08:00,34
41.840000,-87.700000,18:00,34
41.900000,-87.740000,19:00,34
41.950000,-87.710000,16:00,34
41.970000,-87.680000,00:00,34
41.950000,-87.710000,18:00,34
41.980000,-87.720000,21:00,34
41.940000,-87.750000,20:00,34
41.860000,-87.680000,14:00,34
41.810000,-87.750000,06:00,34
41.940000,-87.770000,12:00,34
41.950000,-87.680000,16:00,34
41.820000,-87.670000,20:00,34
41.900000,-87.660000,03:00,34
41.910000,-87.760000,20:00,34
41.980000,-87.820000,06:00,33
41.990000,-87.750000,12:00,33
41.920000,-87.690000,07:00,33
41.820000,-87.750000,19:00,33
41.780000,-87.750000,23:00,33
41.980000,-87.900000,22:00,33
41.980000,-87.840000,04:00,33
41.870000,-87.660000,06:00,33
41.980000,-87.850000,15:00,33
41.930000,-87.680000,02:00,33
41.990000,-87.740000,22:00,33
41.700000,-87.660000,22:00,33
41.790000,-87.750000,03:00,33
41.790000,-87.580000,19:00,33
41.930000,-87.710000,07:00,33
41.870000,-87.640000,05:00,33
41.930000,-87.810000,21:00,33
41.910000,-87.690000,15:00,33
41.750000,-87.590000,17:00,33
41.750000,-87.590000,18:00,33
41.930000,-87.750000,20:00,33
41.980000,-87.850000,14:00,33
41.740000,-87.580000,22:00,33
41.930000,-87.750000,15:00,33
41.980000,-87.850000,00:00,33
41.840000,-87.660000,08:00,33
41.970000,-87.720000,11:00,33
41.870000,-87.680000,06:00,33
41.920000,-87.780000,12:00,33
41.980000,-87.770000,16:00,33
41.950000,-87.710000,17:00,33
41.900000,-87.730000,17:00,33
41.950000,-87.700000,15:00,33
41.830000,-87.710000,00:00,33
41.860000,-87.670000,19:00,33
41.790000,-87.800000,21:00,33
41.980000,-87.710000,23:00,33
41.970000,-87.710000,00:00,33
41.910000,-87.680000,10:00,33
41.880000,-87.640000,04:00,33
41.900000,-87.640000,15:00,33
41.870000,-87.750000,07:00,33
41.940000,-87.800000,12:00,33
41.780000,-87.590000,20:00,33
42.010000,-87.670000,22:00,33
41.670000,-87.610000,06:00,33
41.960000,-87.660000,03:00,33
41.820000,-87.630000,21:00,33
41.920000,-87.810000,13:00,33
41.950000,-87.800000,12:00,33
41.800000,-87.730000,21:00,33
41.810000,-87.770000,12:00,33
41.860000,-87.720000,21:00,33
42.010000,-87.700000,17:00,33
41.950000,-87.720000,00:00,33
41.760000,-87.610000,12:00,33
41.810000,-87.670000,19:00,33
41.750000,-87.690000,18:00,33
41.850000,-87.700000,18:00,33
41.990000,-87.830000,22:00,33
41.990000,-87.890000,22:00,33
41.990000,-87.730000,18:00,33
41.920000,-87.770000,19:00,33
41.940000,-87.690000,00:00,33
41.720000,-87.630000,09:00,33
41.950000,-87.680000,00:00,32
41.800000,-87.730000,19:00,32
41.980000,-87.710000,19:00,32
41.950000,-87.890000,19:00,32
41.970000,-87.650000,22:00,32
41.960000,-87.740000,17:00,32
41.770000,-87.580000,22:00,32
41.800000,-87.590000,17:00,32
41.920000,-87.730000,21:00,32
41.910000,-87.640000,14:00,32
41.770000,-87.800000,18:00,32
41.800000,-87.590000,18:00,32
41.850000,-87.720000,13:00,32
41.860000,-87.640000,14:00,32
41.940000,-87.800000,21:00,32
41.740000,-87.590000,19:00,32
41.900000,-87.620000,15:00,32
41.900000,-87.620000,16:00,32
41.900000,-87.630000,05:00,32
41.930000,-87.690000,01:00,32
42.010000,-87.670000,12:00,32
41.930000,-87.790000,22:00,32
41.990000,-87.890000,23:00,32
41.940000,-87.790000,20:00,32
41.940000,-87.790000,12:00,32
41.990000,-87.780000,17:00,32
41.820000,-87.630000,16:00,32
41.770000,-87.710000,20:00,32
41.860000,-87.640000,12:00,32
41.740000,-87.710000,19:00,32
41.950000,-87.840000,23:00,32
41.710000,-87.660000,20:00,32
41.850000,-87.730000,21:00,32
41.790000,-87.780000,13:00,32
41.920000,-87.780000,19:00,32
41.690000,-87.680000,15:00,32
41.710000,-87.630000,07:00,32
41.950000,-87.710000,19:00,32
42.000000,-87.700000,20:00,32
41.940000,-87.710000,01:00,32
41.900000,-87.750000,15:00,32
41.790000,-87.590000,19:00,32
41.950000,-87.710000,15:00,32
41.960000,-87.770000,14:00,32
41.950000,-87.660000,15:00,32
41.950000,-87.660000,00:00,32
41.980000,-87.770000,13:00,32
41.800000,-87.740000,12:00,32
41.920000,-87.720000,22:00,32
41.890000,-87.710000,14:00,32
41.970000,-87.810000,17:00,32
41.910000,-87.740000,22:00,32
41.800000,-87.590000,00:00,32
41.880000,-87.750000,20:00,32
41.810000,-87.600000,11:00,32
41.840000,-87.680000,22:00,32
41.820000,-87.710000,09:00,32
41.740000,-87.590000,14:00,31
41.920000,-87.660000,15:00,31
41.920000,-87.770000,18:00,31
41.810000,-87.760000,10:00,31
41.970000,-87.680000,18:00,31
41.860000,-87.730000,12:00,31
41.790000,-87.650000,22:00,31
41.890000,-87.680000,18:00,31
41.860000,-87.730000,13:00,31
42.010000,-87.700000,19:00,31
41.770000,-87.750000,18:00,31
41.670000,-87.600000,13:00,31
41.920000,-87.810000,19:00,31
41.870000,-87.760000,05:00,31
41.770000,-87.800000,19:00,31
41.770000,-87.750000,12:00,31
41.890000,-87.620000,05:00,31
41.920000,-87.700000,04:00,31
41.710000,-87.620000,09:00,31
41.920000,-87.680000,05:00,31
41.860000,-87.630000,03:00,31
41.970000,-87.750000,05:00,31
41.930000,-87.660000,14:00,31
41.970000,-87.740000,16:00,31
42.010000,-87.680000,12:00,31
41.980000,-87.680000,20:00,31
41.990000,-87.730000,15:00,31
41.880000,-87.670000,08:00,31
41.920000,-87.760000,20:00,31
41.770000,-87.720000,20:00,31
41.820000,-87.720000,09:00,31
41.810000,-87.630000,01:00,31
41.990000,-87.710000,15:00,31
41.790000,-87.750000,02:00,31
41.960000,-87.740000,11:00,31
41.980000,-87.730000,22:00,31
41.910000,-87.750000,13:00,31
41.740000,-87.710000,23:00,31
41.910000,-87.700000,14:00,31
41.940000,-87.720000,07:00,31
41.970000,-87.730000,00:00,31
41.980000,-87.840000,09:00,31
41.830000,-87.730000,21:00,31
41.770000,-87.580000,20:00,31
41.940000,-87.710000,11:00,31
41.970000,-87.810000,20:00,31
41.760000,-87.620000,23:00,31
41.910000,-87.710000,18:00,31
41.730000,-87.570000,00:00,31
41.760000,-87.620000,16:00,31
41.760000,-87.620000,15:00,31
42.000000,-87.680000,14:00,31
41.760000,-87.610000,00:00,31
41.710000,-87.660000,21:00,31
41.830000,-87.730000,14:00,31
41.810000,-87.740000,04:00,31
41.930000,-87.790000,19:00,31
41.960000,-87.650000,03:00,31
41.660000,-87.590000,00:00,31
41.950000,-87.840000,12:00,31
41.880000,-87.690000,01:00,31
41.900000,-87.640000,16:00,31
41.960000,-87.740000,18:00,31
41.910000,-87.770000,22:00,31
41.780000,-87.750000,16:00,31
41.990000,-87.780000,13:00,31
41.810000,-87.760000,02:00,31
41.820000,-87.740000,04:00,31
41.900000,-87.620000,20:00,31
41.970000,-87.790000,18:00,31
41.840000,-87.730000,20:00,31
41.800000,-87.720000,19:00,31
41.810000,-87.600000,02:00,31
42.000000,-87.680000,23:00,31
41.790000,-87.670000,21:00,30
41.790000,-87.740000,12:00,30
41.790000,-87.690000,19:00,30
41.790000,-87.690000,13:00,30
41.970000,-87.740000,21:00,30
41.800000,-87.690000,22:00,30
41.880000,-87.680000,04:00,30
41.880000,-87.680000,02:00,30
41.790000,-87.790000,12:00,30
41.980000,-87.830000,09:00,30
41.920000,-87.720000,14:00,30
42.010000,-87.710000,12:00,30
41.770000,-87.750000,14:00,30
41.770000,-87.800000,17:00,30
41.850000,-87.630000,14:00,30
41.990000,-87.690000,00:00,30
41.970000,-87.880000,19:00,30
41.850000,-87.690000,18:00,30
41.820000,-87.720000,08:00,30
41.660000,-87.590000,01:00,30
41.770000,-87.740000,21:00,30
41.700000,-87.590000,23:00,30
41.990000,-87.690000,11:00,30
41.930000,-87.790000,20:00,30
41.950000,-87.690000,00:00,30
41.850000,-87.670000,14:00,30
41.760000,-87.570000,21:00,30
41.910000,-87.760000,21:00,30
41.810000,-87.730000,15:00,30
41.740000,-87.720000,19:00,30
41.950000,-87.670000,01:00,30
41.720000,-87.590000,15:00,30
41.710000,-87.650000,00:00,30
41.720000,-87.590000,16:00,30
41.840000,-87.680000,18:00,30
41.980000,-87.850000,01:00,30
41.920000,-87.740000,21:00,30
41.960000,-87.670000,04:00,30
41.980000,-87.680000,12:00,30
41.990000,-87.890000,19:00,30
41.950000,-87.660000,14:00,30
41.940000,-87.750000,19:00,30
41.940000,-87.800000,22:00,30
41.780000,-87.690000,12:00,30
41.860000,-87.690000,17:00,30
41.780000,-87.690000,18:00,30
41.740000,-87.710000,22:00,30
41.920000,-87.770000,14:00,30
41.780000,-87.630000,18:00,30
41.670000,-87.610000,07:00,30
41.900000,-87.740000,17:00,30
41.890000,-87.740000,13:00,30
41.950000,-87.900000,22:00,30
41.980000,-87.900000,00:00,30
41.940000,-87.660000,03:00,30
41.950000,-87.760000,14:00,30
41.940000,-87.700000,18:00,30
41.930000,-87.700000,07:00,30
41.820000,-87.630000,10:00,30
41.760000,-87.690000,13:00,30
41.980000,-87.760000,02:00,30
41.930000,-87.710000,09:00,30
41.850000,-87.640000,11:00,30
41.730000,-87.570000,01:00,30
41.920000,-87.770000,16:00,30
41.900000,-87.730000,18:00,30
41.890000,-87.690000,14:00,30
41.980000,-87.720000,20:00,30
41.980000,-87.840000,05:00,30
41.990000,-87.740000,12:00,30
41.880000,-87.710000,18:00,30
41.960000,-87.730000,01:00,30
41.940000,-87.710000,02:00,30
41.850000,-87.640000,03:00,30
41.920000,-87.640000,05:00,29
41.830000,-87.730000,12:00,29
41.700000,-87.590000,12:00,29
41.810000,-87.760000,03:00,29
41.910000,-87.700000,17:00,29
41.790000,-87.630000,13:00,29
41.900000,-87.750000,19:00,29
41.980000,-87.770000,14:00,29
41.890000,-87.770000,12:00,29
41.680000,-87.600000,23:00,29
41.930000,-87.770000,13:00,29
42.010000,-87.690000,18:00,29
41.670000,-87.610000,05:00,29
41.940000,-87.800000,23:00,29
41.890000,-87.690000,16:00,29
41.740000,-87.630000,09:00,29
41.930000,-87.660000,12:00,29
41.710000,-87.660000,22:00,29
41.890000,-87.700000,15:00,29
41.790000,-87.730000,21:00,29
41.800000,-87.600000,21:00,29
41.870000,-87.740000,09:00,29
42.010000,-87.680000,16:00,29
41.900000,-87.750000,16:00,29
41.800000,-87.590000,15:00,29
41.770000,-87.750000,11:00,29
41.990000,-87.740000,19:00,29
41.920000,-87.730000,22:00,29
41.930000,-87.810000,22:00,29
41.870000,-87.640000,10:00,29
41.950000,-87.790000,12:00,29
41.920000,-87.770000,17:00,29
